1,1,1,1,SUNDAY,11:59,301,0.0825,39.83,TFF
2,1,1,1,SUNDAY,17:00,0,0.0825,39.83,FTF
3,1,1,1,SUNDAY,16:59,2,0.0825,39.83,FFT
4,1,1,1,SUNDAY,12:00,300,0.0825,22.57,FFF
5,1,1,1,SUNDAY,0:00,300,0.0825,39.83,XV- start time
6,1,1,1,SUNDAY,23:59,0,0.0825,39.83,XV- start time
7,1,1,1,SUNDAY,0:00,0,0.0825,39.83,XV- end time
8,1,1,1,SUNDAY,23:44,15,0.0825,39.83,XV- end time
9,1,1,1,SATURDAY,7:59,541,0.0825,39.83,TFF
10,1,1,1,SATURDAY,17:00,0,0.0825,39.83,FTF
11,1,1,1,SATURDAY,16:59,2,0.0825,39.83,FFT
12,1,1,1,SATURDAY,8:00,540,0.0825,22.57,FFF
13,1,1,1,SATURDAY,0:00,540,0.0825,39.83,XV- start time
14,1,1,1,SATURDAY,23:59,0,0.0825,39.83,XV- start time
15,1,1,1,SATURDAY,0:00,0,0.0825,39.83,XV- end time
16,1,1,1,SATURDAY,23:44,15,0.0825,39.83,XV- end time
17,1,1,1,FRIDAY,5:59,841,0.0825,39.83,TFF
18,1,1,1,FRIDAY,20:00,0,0.0825,39.83,FTF
19,1,1,1,FRIDAY,19:59,2,0.0825,39.83,FFT
20,1,1,1,FRIDAY,6:00,840,0.0825,22.57,FFF
21,1,1,1,FRIDAY,0:00,840,0.0825,39.83,XV- start time
22,1,1,1,FRIDAY,23:59,840,0.0825,39.83,XV- start time
23,1,1,1,FRIDAY,23:59,0,0.0825,39.83,XV- end time
24,1,1,1,FRIDAY,23:59,15,0.0825,39.83,XV- end time
25,1,1,1,THURSDAY,5:59,841,0.0825,39.83,TFF
26,1,1,1,THURSDAY,20:00,0,0.0825,39.83,FTF
27,1,1,1,THURSDAY,19:59,2,0.0825,39.83,FFT
28,1,1,1,THURSDAY,6:00,840,0.0825,22.57,FFF
29,1,1,1,THURSDAY,0:00,840,0.0825,39.83,XV- start time
30,1,1,1,THURSDAY,23:59,840,0.0825,39.83,XV- start time
31,1,1,1,THURSDAY,23:59,0,0.0825,39.83,XV- end time
32,1,1,1,THURSDAY,23:59,15,0.0825,39.83,XV- end time
33,1,1,1,WEDNESDAY,5:59,841,0.0825,39.83,TFF
34,1,1,1,WEDNESDAY,20:00,0,0.0825,39.83,FTF
35,1,1,1,WEDNESDAY,19:59,2,0.0825,39.83,FFT
36,1,1,1,WEDNESDAY,6:00,840,0.0825,22.57,FFF
37,1,1,1,WEDNESDAY,0:00,840,0.0825,39.83,XV- start time
38,1,1,1,WEDNESDAY,23:59,840,0.0825,39.83,XV- start time
39,1,1,1,WEDNESDAY,23:59,0,0.0825,39.83,XV- end time
40,1,1,1,WEDNESDAY,23:59,15,0.0825,39.83,XV- end time
41,1,1,1,TUESDAY,5:59,841,0.0825,39.83,TFF
42,1,1,1,TUESDAY,20:00,0,0.0825,39.83,FTF
43,1,1,1,TUESDAY,19:59,2,0.0825,39.83,FFT
44,1,1,1,TUESDAY,6:00,840,0.0825,22.57,FFF
45,1,1,1,TUESDAY,0:00,840,0.0825,39.83,XV- start time
46,1,1,1,TUESDAY,23:59,840,0.0825,39.83,XV- start time
47,1,1,1,TUESDAY,23:59,0,0.0825,39.83,XV- end time
48,1,1,1,TUESDAY,23:59,15,0.0825,39.83,XV- end time
49,1,1,1,MONDAY,5:59,841,0.0825,39.83,TFF
50,1,1,1,MONDAY,20:00,0,0.0825,39.83,FTF
51,1,1,1,MONDAY,19:59,2,0.0825,39.83,FFT
52,1,1,1,MONDAY,6:00,840,0.0825,22.57,FFF
53,1,1,1,MONDAY,0:00,840,0.0825,39.83,XV- start time
54,1,1,1,MONDAY,23:59,840,0.0825,39.83,XV- start time
55,1,1,1,MONDAY,23:59,0,0.0825,39.83,XV- end time
56,1,1,1,MONDAY,23:59,15,0.0825,39.83,XV- end time
57,0,1,1,MONDAY,6:00,840,0.0825,19.37,
58,0,0,1,MONDAY,6:00,840,0.0825,2.11,
59,0,0,0,MONDAY,6:00,840,0.0825,0,
